Name,Kingdom,Phylum,Class,Order,Family,Genus,Scientific Name,Quote
Western Tanager,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Piranga Ludoviciana,They migrate farther north than any other tanager.
Westiepoo,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis familiaris,,This dog is known for cocking its head in a curious manner when listening to its owner.
Whale Shark,Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Rhincodon,Rhincodon Typus,The largest species of fish in the world!
Wheaten Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Originally bred as a farm dog, the Wheaten Terrier can be very protective of its domain."
Whimbrel,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,"Numenius phaeopus, Numenius hudsonicus",The fastidious whimbrel sometimes washes off its prey before it eats it.
Whinchat,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,Saxicola rebetra,The whinchat can imitate the songs of at least a dozen other tpes of birds!
Whippet,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"Quiet, gentle and restful dogs!"
Whiptail Lizard,Animalia,Chordata,Reptilia,Squamata,Teiidae,,,Many whiptail species reproduce asexually.
White Bass,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone chrysops,"White bass is a popular fish to catch for anglers as it can also be eaten, but it has a very fishy taste that is not appealing to most."
White Butterfly,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,This butterfly determines the smell and taste of a flower with its feet.
White Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,A. catus,White catfish can grow up to 37 inches in size.
White Crappie,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Pomoxis,Pomoxis annularis,White crappies are extra sensitive to movement in the water due to the extra lens in their eyes.
White Crowned Sparrow,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys,Males learn distinct songs from the community they grew up in and continue to sing in the same dialect as adults.
White Eyed Vireo,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo griseus,"During courtship, males put on exciting displays by fluffing their plumage, spreading their tails, and letting out a whining call."
White Faced Capuchin,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,Cebus Capucinus,One of the world's most intelligent monkeys!
White Ferret Albino Ferrets,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius furo,There are two different types of white ferrets!
White German Shepherd 2,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"It was once thought that White German Shepherds were albinos, but that is not the case. Its white coat is part of the overall German Shepherd genetic composition."
White Marlin,Animalia,Chordata,Actinopterygii,Istiophoriformes,Istiophoridae,Kajikia,Kajikia albida,"The white marlin is known for its speed and agility, with the ability to swim at speeds of up to 80 miles per hour in some cases!"
White Rhinoceros,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum,The second largest animal on the land!
White Shark,Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Carcharodon,Carcharodon carcharias,White Sharks live in all of the world's oceans.
White Shouldered House Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Endrosis,Endrosis sarcitrella,The larva is the pest because a fully-grown white-shouldered house moth cannot feed; it can only absorb liquid
White Sturgeon,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,Acipenser transmontanus,They don't have any teeth!
White Tail Deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,White-tail deer are good swimmers
White Tailed Deer,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,White-tail deer are good swimmers
White Tailed Eagle,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus albicilla,It is one of the biggest birds of prey.
White Tiger,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris tigris,None have been seen in the wild for 50 years!
Whiting,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,"""Whiting"" can refer to certain other species of ray-finned fish"
Whoodle,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Whoodles are good swimmers
Whooping Crane,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,Grus americana,This species is named after the loud whooping sound it makes
Wild Boar,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Males have a top tusk to sharpen the bottom one!
Wildebeest,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Connochaetes,Connochaetes Taurinus,"Can trek more than 1,000 miles every year!"
Willow Flycatcher,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,These birds live in the understory and are named for their propensity for flitting between willows and shrubs.
Willow Warbler,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus,This bird molts twice a year.
Winter Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,Operophtera brumata,Only the males fly and the females walk.
Wire Fox Terrier,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Wire Fox Terrier was bred from the now extinct Rough Coated Black and Tan Terrier to hunt down foxes.
Wirehaired Pointing Griffon,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,A Wirehaired Pointing Griffon’s coat makes it look like it has a mustache and beard!
Wirehaired Vizsla,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,
Wiwaxia,Animalia,Mollusca,Wiwaxiidae,Wiwaxia,Wiwaxia corrugata,,,The body of Wiwaxia was covered by rows of sclerites and spines
Wolf Eel,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys,Anarrhichthys ocellatus,Wolf Eels may become tame and interact with human in areas where people frequently dive.
Wolf Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lycodon,Lycodon capucinus,"Harmless, but with fangs like a wolf."
Wolf Spider,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,,The wolf spider stalks its prey like a fearsome wolf!
Wolf,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Wolves are apex predators that travel in packs and are essential for the health of most ecosystems
Wolffish,Animalia,Chordata,Actinopterygii,Perciformes,Anarhichadidae,Anarhichadidae,,The wolffish has impressive canines with a powerful bite force!
Wolverine,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Gulo,Gulo gulo,The wolverine is an aggressive carnivore that punches well above its weight
Woma Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,A. ramsayi,Woma pythons often prey on venomous snakes and are immune to some venoms.
Wombat,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,Vombatus Ursinus,Spends most of the day underground!
Wood Bison,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison athabascae,The reintroduction of wood bison into Alaska is considered one of the world’s best conservation success stories.
Wood Duck,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,Aix sponsa,Adult male wood ducks sport a striking red eye and bill year-round!
Wood Frog,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates sylvaticus,The wood frog lives the furthest north of any other North American amphibian including in the Arctic Circle.
Wood Tick,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Dermacentor,Dermacentor andersoni,"Almost always found above 4,000 feet in elevation"
Wood Turtle,Animalia,Chordata,Reptilia,Testudines,Geoemydidae,Geoemydidae,Glyptemys insculpta,Temperature determines the sex of turtle eggs
Woodlouse Spider,Animalia,Arthropoda,Arachnida,Araneae,Dysderidae,Dysdera,Dysdera crocata,"Unlike most spiders, woodlouse spiders don’t build a web."
Woodlouse,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,This animal can roll up into a ball
Woodpecker,Animalia,Chordata,Aves,Piciformes,Picidae,,,"They have zygodactyl feet, with the first and fourth toes facing backward, the second and third facing forward, so they can grip tree trunks more efficiently"
Woodrat,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,neotoma,Neotoma cinerea,Pack rats love shiny objects and will steal your jewelry.
Wool Carder Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium manicatum,"Female wool carder bees get their name from their behavior of collecting and carding (cleaning and aligning) fibers from plant leaves, such as lamb's ear, to use as nesting material."
Woolly Aphids,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Eriosoma,Eriosoma lanigerum,"Another name for these fuzzy insects is ""boogie-woogie aphids"" because of their habit of lifting their posteriors and pulsing them in synchronized motions when threatened."
Woolly Bear Caterpillar,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Pyrrharctia,Pyrrharctia isabella,"Woolly bear caterpillars are vocal, producing sounds that help them find mates as well as startle would-be predators."
Woolly Mammoth,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Mammuthus,Mammuthus Primigenius,Some people want to bring the woolly mammoth back using preserved genetic evidence!
Woolly Monkey,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,Lagothrix Lagotricha,"Has a long, strong prehensile tail!"
Woolly Rhinoceros,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,†Coelodonta,†Coelodonta antiquitatis,"The woolly rhinoceros roamed the earth between three and a half million and 14,000 years ago."
Worm Snake,Animalia,Chordata,Reptilia,Squamata,Colubridae,Carphophis,"Carphophis amoenus, Carphophis vermis",They emit a bad-smelling liquid if they are picked up!
Worm,Animalia,Annelida,Clitellata,Haplotaxida and Lumbriculida,,,,Doesn’t have eyes.
Wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labridae,,There are more than 500 different species!
Writing Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Argiope aurantia,males pluck webs like strings on a guitar
Wrought Iron Butterflyfish,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chaetodon,Chaetodon daedalma,Is endemic to Japan.
Wryneck,Animalia,Chordata,Aves,Piciformes,Picidae,Jynx,Jynx torquilla and Jynx ruficollis,They feign death by making their bodies limp and closing their eyes.
Wyandotte Chicken,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus domesticus,The Wyandotte chicken was the first dual-purpose American chicken bred for both meat and eggs!
Wyoming Toad,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus Baxteri,Releases poison from neck glands for defense!
X Ray Tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Pristella,Pristella maxillaris,"Yellow, black and white striped fins!"
Xeme Sabines Gull,Animalia,Chordata,Aves,Charadriiformes,Laridae,Xema,Xema Sabini,They follow after seals and whales to eat their scraps.
Xenacanthus,Animalia,,,,,,,The Xenocanthus had a large venomous spine behind its head!
Xenoceratops,Animalia,Chordata,Reptilia,Ornithischia,Ceratopsidae,Xenoceratops,Xenoceratops foremostensis,The Xenoceratops is the oldest known horned dinosaur ever discovered in Canada.
Xenoposeidon,Animalia,Chordata,Amniota,Dinosauria,Euhelopodidae,Xenoposeidon,Xenoposeidon proneneukos,They may have acted as 'gardeners' to clear vegetation and disperse seeds through their feces.
Xenotarsosaurus,Animalia,Chordata,Reptilia,Abelisauridae,Xenotarsosaurus,Xenotarsosaurus bonapartei,,Xenotarsosaurus was one of the first fossils discovered in South America's Bajo Barreal formation.
Xerus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Xerus,,Xerus use their fluffy tail as shade from the sun on the African savanna.
Xiaosaurus,Animalia,Chordata,Reptilia,Ornithischia,Xiaosaurus,Xiaosaurus dashanpensis,,Xiaosaurus was a small and lightweight dinosaur
Xiaotingia,Animalia,Chordata,Reptilia,Ornithischia,Anchiornithidae,Xiaotingia,Xiaotingia zhengi,Xiaotingia used its feathery hindlimbs for short-distance flights
Xingu River Ray,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon leopoldi,The Xingu River ray is only found in the Xingu River in Brazil.
Xiongguanlong,Animalia,Chordata,Amniota,Dinosauria,Saurischia,Xiongguanlong,Xiongguanlong baimoensis,
Xiphactinus,Animalia,Chordata,Actinopterygii,Ichthyodectiformes,Ichthyodectidae,Xiphactinus,Xiphactinus audax,Xiphactinus was the largest bony fish of the Cretaceous Period.
Xoloitzcuintli,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,The Xoloitzcuintli is the national dog of Mexico
Yabby,Animalia,Arthropoda,Malacostraca,Decapoda,Parasticidae,Cherax,Cherax destructor,The yabby can survive long periods of droughts by burrowing into the soil.
Yak,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos grunniens,"Yaks can live at altitudes up to 20,000 feet--the highest of any land-dwelling mammal."
Yakutian Laika,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,"The Yakute people were likely the first to use dogs to pull sleds, so the Yakutian Laika was probably among the first sled dogs."
Yarara,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops alternatus,Females are much larger than males
Yellow Anaconda,Animalia,Chordata,Reptilia,Squamata,Boidae,Eunectes,E. notaeus,Anacondas take prey much bigger compared to body weight than other snakes.
Yellow Aphids,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis nerii,"These aphids are primarily wingless; however, once the infestation on their host gets too crowded, they develop wings, allowing them to fly to a new host plant."
Yellow Bass,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,Morone mississippiensis,Largest yellow bass ever recorded weighed 2.95 pounds
Yellow Bellied Sapsucker,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,Sphyrapicus varius,"The males are responsible for choosing the nesting tree most of the time. Luckily, cavity nests are often reused for multiple breeding seasons (up to 7 years.)"
Yellow Bellied Sea Snake,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hydrophis,Hydrophis platurus,Sea snakes spend approximately 90% of their lives under water.
Yellow Belly Ball Python,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,The yellow belly gene is co-dominant and doesn't completely override other genes.
Yellow Bullhead Catfish,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,Ameiurus Natalis,Yellow bullhead catfish are slightly venomous with 2 stingers located on each of their pectoral fins
Yellow Cobra,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja nivea,The Yellow Cobra belong to one of the most dangerous families in the world.
Yellow Crazy Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,"Instead of biting or stinging, these pests spray an acid to weaken or kill their target."
Yellow Eyed Penguin,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes,Megadyptes antipodes,The rarest species of penguin!
Yellow Faced Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,,"The genus Hylaeus contains over 500 species, making it one of the largest and most diverse groups of bees in the world."
Yellow Perch,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca flavescens,Perca flavescens,Female Yellow Perch grom larger than the males.
Yellow Sac Spider,Animalia,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,,"Primarily Carnivorous, but sometimes snacks on nectar."
Yellow Spotted Lizard,Animalia,Chordata,Reptilia,Squamata,Xantusiidae,Lepidophyma,Lepidophyma flavimaculatum,Gives birth to live young.
Yellow Tanager Black And Yellow Tanager,Animalia,Chordata,Aves,Thraupidae,Thraupidae,Chrysothylpis,Chrysothylpis chrysomelas,They swallow soft fruit whole
Yellow Tang,Animalia,Chordata,Actinopterygii,Acanthuridae,Zebrasoma,Zebrasoma flavescens,,
Yellowfin Tuna,Animalia,Chordata,Actinopterygii,Scombriformes,Scombridae,Thunnus,Thunnus albacares,The yellowfin forms schools with other tuna species
Yellowhammer,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza citrinella,It interbreeds with the pine bunting
